Hotel_Name,lat,lng,Category
Renaissance Paris Vendome Hotel,48.8743885,2.2980915,3
Hotel Park Lane Paris,51.5172825,-0.0812451,1
Little Palace Hotel,51.5011704,-0.0232607,1
Napoleon Paris,48.8585626,2.3299138,3
Andaz London Liverpool Street,48.8381079,2.318669,3
Novotel London Canary Wharf,48.8346811,2.3255098,3
H tel de Lille,48.8687804,2.3610196,3
H tel Concorde Montparnasse,51.510237,-0.0764428,1
Suites H tel Helzear Montparnasse,51.4937409,-0.244896,1
Renaissance Paris Republique Hotel Spa,51.5125035,-0.1477438,1
citizenM Tower of London,51.5126758,-0.1867828,1
Chiswick Rooms,51.4986732,-0.1376867,1
Claridge s,48.8686434,2.2984054,3
La Suite West Hyde Park,48.8683593,2.3002117,3
St James Court A Taj Hotel London,48.8491801,2.3423357,3
Elys es R gencia,51.4981471,-0.1436492,1
H tel De Sers Champs Elys es Paris,51.515755,-0.1603335,1
Hotel le Lapin Blanc,51.4958184,-0.1813958,1
41,48.8799239,2.3288332,3
Shaftesbury Suites London Marble Arch,48.8488044,2.3469889,3
Grange Strathmore Hotel,48.8800565,2.3342353,3
H tel R de Paris Boutique Hotel,51.531979,-0.061598,1
Villa Panth on,51.5206309,-0.0915341,1
Trinit Haussmann,48.8644967,2.3405415,3
The RE London Shoreditch,48.8740668,2.3502172,3
London City Suites,51.5553678,-0.2864945,1
H tel Crayon Rouge by Elegancia,48.8471891,2.3260138,3
Mercure Paris Opera Grands Boulevards,48.8732068,2.3239015,3
St George s Hotel Wembley,48.8496819,2.3402806,3
Hotel Le Saint Gregoire,51.4202661,-0.211268,1
Le Mathurin Hotel Spa,51.510574,-0.1509951,1
H tel Saint Paul Rive Gauche,48.8570275,2.3170282,3
The Justin James Hotel,48.8488608,2.3315257,3
Millennium Hotel London Mayfair,51.5237209,-0.0806178,1
H tel de Varenne,51.5063709,-0.1515359,1
A La Villa Madame,51.5115509,-0.0714919,1
The Curtain,48.8777621,2.293177,3
45 Park Lane Dorchester Collection,51.5104696,-0.1265824,1
Grange Tower Bridge Hotel,48.8710709,2.3013119,3
Le Tsuba Hotel,51.5050165,-0.1049831,1
St Martins Lane A Morgans Original,48.8760884,2.3456465,3
H tel Barri re Le Fouquet s,51.5066991,-0.0280208,1
Novotel London Blackfriars,51.5180207,-0.1500567,1
Hotel Villa Lafayette Paris IX,48.8607764,2.3427564,3
Canary Riverside Plaza Hotel,51.5231564,-0.1035134,1
The Marylebone Hotel,51.5161286,-0.0624458,1
L Empire Paris,48.8691399,2.2981024,3
The Zetter Townhouse Clerkenwell,51.5182768,-0.1583511,1
The Whitechapel,48.8753359,2.3414617,3
Suites H tel Helzear Champs Elys es,48.8691325,2.3021659,3
St George Hotel,51.5127453,-0.1926437,1
Best Western Premier Op ra Faubourg Ex Hotel Jules ,48.8565629,2.3273623,3
Pershing Hall,48.8662695,2.3668616,3
The Premier Notting Hill,48.8816306,2.2992146,3
H tel Pont Royal,48.8583127,2.2795075,3
Le G n ral H tel,51.5154006,-0.0572364,1
H tel Th r se,51.5060237,-0.151078,1
Best Western Premier Trocadero La Tour,51.5065578,-0.004514,1
Holiday Inn London Whitechapel,51.504575,-0.082675,1
Washington Mayfair Hotel,51.5611271,-0.2787261,1
Radisson Blu Edwardian New Providence Wharf,48.8497618,2.3392336,3
Hilton London Tower Bridge,48.8801757,2.2859534,3
Novotel London Wembley,48.8722019,2.3030866,3
Le Relais M dicis,48.8688155,2.3305236,3
Les Jardins De La Villa Spa,48.8636049,2.3688352,3
Warwick Paris Former Warwick Champs Elysees ,48.8729639,2.3444899,3
Park Hyatt Paris Vendome,48.8701247,2.311141,3
My Home In Paris,48.8589516,2.3670407,3
Mercure Paris Op ra Faubourg Montmartre,48.8684776,2.3298238,3
Best Western Plus Elys e Secret,48.8758981,2.3590504,3
Villa Beaumarchais,48.8547869,2.3084819,3
H tel Mansart Esprit de France,48.870808,2.3372737,3
Holiday Inn Paris Gare de l Est,48.8645309,2.3315532,3
Le Cinq Codet,51.5140208,-0.0854919,1
La Maison Favart,51.5174853,-0.1372109,1
Le Pradey,51.5159214,-0.1598794,1
Threadneedles Autograph Collection,51.5124496,-0.1795215,1
Sanderson A Morgans Hotel,48.866242,2.3373169,3
The Arch London,48.8481917,2.3490316,3
Commodore Hotel,48.8769204,2.3069132,3
Golden Tulip Washington Opera,51.5131074,-0.1778707,1
Residence Henri IV,48.8659899,2.3674149,3
Hotel du Collectionneur Arc de Triomphe,48.8699731,2.2909401,3
The Westbourne Hyde Park,48.8966167,2.3434843,3
Hotel Le Mareuil,51.4572991,-0.2055425,1
Mercure Paris Champs Elys es,51.5123968,-0.186124,1
Best Western Le 18 Paris,51.5208155,-0.0915319,1
The Lodge Hotel Putney,48.8691409,2.3031503,3
Shaftesbury Hyde Park International,48.8364204,2.3603332,3
The Montcalm At Brewery London City,48.8303023,2.2842872,3
H tel Powers,51.5366053,-0.1919832,1
Villa Lut ce Port Royal,51.5054832,-0.0951196,1
Oceania Paris Porte De Versailles,51.5074007,-0.1524593,1
BEST WESTERN Maitrise Hotel Maida Vale,48.8571207,2.3805581,3
Novotel London City South,51.5360906,-0.1048176,1
The Dorchester Dorchester Collection,51.4963008,-0.1796853,1
Mercure Paris Bastille Marais,48.8689468,2.3026559,3
Hilton London Angel Islington,48.8520377,2.3557092,3
Fifty Four Boutique Hotel,51.5152892,-0.160898,1
Chateau Frontenac,51.5045326,-0.2191174,1
H tel Du Jeu De Paume,48.8673099,2.2856528,3
The Sumner Hotel,51.5153672,-0.1783271,1
W12 Rooms,48.8819068,2.3410005,3
Renaissance Paris Le Parc Trocadero Hotel,48.8447938,2.3524462,3
Shaftesbury Premier London Paddington,51.5140329,-0.1320651,1
Hotel Carlton s Montmartre,48.8648997,2.3469433,3
Hotel Monge,51.516843,-0.1495574,1
Mimi s Hotel Soho,51.5039399,-0.2244232,1
Victoires Opera,51.5133832,-0.1926617,1
Holiday Inn London Oxford Circus,48.8680055,2.3260075,3
Dorsett Shepherds Bush,48.8566336,2.2852607,3
New Linden Hotel,48.865467,2.3038811,3
Le Burgundy Paris,48.8729666,2.2926226,3
Hotel Sezz Paris,48.8370334,2.372322,3
Hotel Montaigne,51.5143447,-0.1318157,1
Hotel Royal Elys es,51.4982412,-0.1134715,1
Mercure Paris Bercy Biblioth que,51.5241373,-0.0786983,1
Hazlitt s,48.8732785,2.3004174,3
Park Plaza London Waterloo,48.8457587,2.3243071,3
citizenM London Shoreditch,48.8750119,2.3416769,3
H tel Balzac,48.8714152,2.3239679,3
Victoria Palace Hotel,48.8854538,2.3335809,3
Hotel Eug ne en Ville,48.870994,2.3235329,3
Newhotel Roblin,48.8396395,2.2663056,3
Le Relais Montmartre,48.8759855,2.293938,3
Amarante Beau Manoir,48.8716017,2.3349768,3
Hotel Maison FL,48.8820046,2.2818538,3
Balmoral Champs Elys es,48.883631,2.3257643,3
The Chess Hotel,48.8797513,2.2919634,3
AC Hotel Paris Porte Maillot by Marriott,48.8382542,2.2903494,3
B Montmartre,48.8498439,2.3244253,3
H tel Regent s Garden,45.488764,9.183057,4
Mercure Paris 15 Porte de Versailles,51.5076044,-0.132266,1
Hotel Le Placide Saint Germain Des Pr s,51.5017224,-0.1846243,1
Hotel VIU Milan,51.5322508,-0.1095714,1
Sofitel London St James,48.8741002,2.3426357,3
Baglioni Hotel London The Leading Hotels of the World,51.4956883,-0.1827878,1
DoubleTree by Hilton London Islington,51.5160988,-0.1181749,1
Nell Hotel Suites,48.8500283,2.2834126,3
Rydges Kensington Hotel,48.8465653,2.4102405,3
Club Quarters Hotel Lincoln s Inn Fields,48.8735135,2.3217457,3
Novotel Paris Centre Tour Eiffel,48.8599998,2.3087425,3
Best Western Plus 61 Paris Nation Hotel,51.4924184,-0.2784701,1
Hotel Monsieur,51.527262,-0.282992,1
Hotel Saint Dominique,48.8672474,2.33738,3
Clayton Hotel Chiswick,51.5634756,-0.2042758,1
Park Plaza London Park Royal,48.8706373,2.2982095,3
Hotel Malte Astotel,48.850448,2.2928845,3
Best Western Palm Hotel,48.849574,2.3798518,3
InterContinental Paris Avenue Marceau,48.8612535,2.3426256,3
Mercure Tour Eiffel Grenelle,51.5121957,-0.1318384,1
Mercure Paris Bastille Saint Antoine,48.8820838,2.3315849,3
Boutique H tel Konfidentiel,48.8534026,2.3299043,3
The Piccadilly London West End,48.888539,2.3498459,3
R Kipling by Happyculture,51.5158643,-0.1200625,1
Hotel Des Saints Peres Esprit de France,51.5022081,-0.1599428,1
Best Western Hotel Montmartre Sacr Coeur,48.8823141,2.3316688,3
Kingsway Hall Hotel,51.4953691,-0.1818966,1
Mandarin Oriental Hyde Park London,48.8836255,2.3340538,3
H tel Jos phine by Happyculture,51.5100916,-0.1359431,1
Radisson Blu Edwardian Vanderbilt,48.8330649,2.2879617,3
Hotel Le Chat Noir,51.4942654,-0.1366026,1
Hotel Cafe Royal,51.4948416,-0.1772056,1
Mercure Vaugirard Paris Porte De Versailles,48.8550298,2.3332104,3
Grange Rochester Hotel,51.5061587,-0.1402803,1
Gainsborough Hotel,51.5160484,-0.0880181,1
H tel Bel Ami,51.5021027,-0.187901,1
St James Hotel Club Mayfair,48.8732788,2.3466576,3
Apex London Wall Hotel,48.8708419,2.3605864,3
Seraphine Kensington Gardens Hotel,48.8482842,2.3657251,3
Hotel de Nell,51.5127964,-0.0847973,1
9Hotel Republique,51.5196913,-0.1254243,1
Goralska R sidences H tel Paris Bastille,51.5108412,-0.0780581,1
Club Quarters Hotel Gracechurch,48.8501522,2.3392782,3
Grange Blooms Hotel,48.8671391,2.3038447,3
DoubleTree by Hilton Hotel London Tower of London,48.8746066,2.3167195,3
H tel Baume,48.8723438,2.3033378,3
Hotel West End,48.8515198,2.3486511,3
Arioso,48.8772493,2.3543043,3
H tel Lancaster Paris Champs Elys es,48.863828,2.3519345,3
Melia Paris Notre Dame,48.8503276,2.2982022,3
Hotel Mademoiselle,48.8701887,2.2997281,3
Hotel Les Bains Paris,48.886687,2.3449332,3
Hotel Ares Eiffel,48.8808779,2.2989756,3
Francois 1er,51.5077198,0.0229805,1
H tel Montmartre Mon Amour,48.8711365,2.3050482,3
Hotel Monceau Wagram,51.5052587,-0.099176,1
Novotel London Excel,48.8536854,2.3805796,3
Paris Marriott Champs Elysees Hotel,51.4944319,-0.1363756,1
Mercure London Bridge,48.8605219,2.3680239,3
H tel Exquis by Elegancia,51.5220522,-0.132414,1
Grange Wellington Hotel,51.5157316,-0.1802179,1
Les Jardins Du Marais,51.5166887,-0.1706147,1
Hotel Cavendish,48.8719212,2.2971404,3
Park Grand London Hyde Park,48.8416787,2.3022862,3
Shaftesbury Metropolis London Hyde Park,48.8382916,2.3230188,3
Radisson Blu Champs Elys es Paris,48.8595985,2.3088076,3
Hotel Eiffel Blomet,51.4947754,-0.177789,1
Holiday Inn Paris Gare Montparnasse,48.8506499,2.2750873,3
H tel Thoumieux,51.5188,-0.153839,1
The Exhibitionist Hotel,51.5151149,-0.1743857,1
Auteuil Tour Eiffel,51.5052188,-0.088166,1
Ten Manchester Street Hotel,48.8605031,2.3006606,3
Mercure London Hyde Park,51.513055,-0.152257,1
London Bridge Hotel,48.8321231,2.3536172,3
Derby Alma,48.8546989,2.3691899,3
The Beaumont Hotel,51.506935,-0.126012,1
Mercure Paris Gobelins Place d Italie,51.506935,-0.126012,1
H tel Original Paris,51.5095259,-0.1967234,1
The Grand at Trafalgar Square,48.8607299,2.3465326,3
Club Quarters Hotel Trafalgar Square,48.8668228,2.3257729,3
The Laslett,48.8668048,2.3039465,3
Novotel Paris Les Halles,48.8698184,2.3208729,3
Melia Paris Vendome,48.8597024,2.3239701,3
Chambiges Elys es,48.8573706,2.3314669,3
MARQUIS Faubourg St Honor Relais Ch teaux,48.8728492,2.3073663,3
H tel Le Bellechasse Saint Germain,48.8657687,2.3090386,3
Hotel Verneuil Saint Germain,48.866676,2.3089908,3
Hotel Daniel Paris,48.8785454,2.3384866,3
Residence Du Roy,51.4901051,-0.1381355,1
La Maison Champs Elys es,51.5265353,-0.1361682,1
H tel Arvor Saint Georges,48.8794646,2.2849548,3
The Belgrave Hotel,51.5255136,-0.082927,1
TheWesley,51.5077459,-0.1378733,1
Le M ridien Etoile,51.5460628,-0.0700817,1
The Hoxton Shoreditch,51.5195857,-0.1584803,1
The Cavendish London,48.8647019,2.2886425,3
Avo Hotel,51.4926269,-0.2288598,1
Hotel 82 London,48.8636168,2.3607998,3
La Clef Tour Eiffel,48.8384558,2.3805885,3
Best Western Plus Seraphine Hammersmith Hotel,51.522672,-0.1036841,1
La Chambre du Marais,51.509841,-0.1552193,1
Novotel Paris Centre Bercy,48.8427364,2.3672171,3
The Zetter Hotel,48.8622723,2.3495707,3
Grosvenor House Suites by Jumeirah Living,48.8663089,2.289609,3
Hotel OFF Paris Seine,51.4992789,-0.2090733,1
Snob Hotel by Elegancia,51.4933372,-0.1788931,1
Sofitel Paris Baltimore Tour Eiffel,48.8776756,2.3493159,3
88 Studios,48.8738672,2.3005894,3
Adria Boutique Hotel,51.4910062,-0.1717691,1
Best Western Premier Faubourg 88,51.517608,-0.1276253,1
Hotel De Vigny,48.8519208,2.338878,3
Sydney House Chelsea,51.4940285,-0.1910497,1
Radisson Blu Edwardian Bloomsbury Street,48.8794223,2.2957628,3
H tel Le Relais Saint Germain,48.8796596,2.3209155,3
Hotel Moonlight,48.8696173,2.3346428,3
Villa Alessandra,48.8795947,2.3280695,3
Ibis Styles Paris Gare Saint Lazare,48.8726814,2.3020866,3
Golden Tulip Opera de Noailles,48.8497553,2.3467616,3
Best Western Premier Op ra Li ge,48.8816073,2.3371648,3
H tel Cristal Champs Elys es,48.8538608,2.3429487,3
Best Western Le Jardin de Cluny,48.853299,2.337993,3
Le Pigalle Hotel,48.8454447,2.3242814,3
Relais H tel du Vieux Paris,48.8438998,2.3294858,3
Victoire Germain,48.849758,2.3095213,3
Le Littr ,51.5112451,-0.1808938,1
Hotel Le Sainte Beuve,48.846837,2.3258066,3
Hotel Villa Saxe Eiffel,48.8474426,2.3223783,3
Thistle Hyde Park,48.8724945,2.3091549,3
Holiday Inn Paris Saint Germain des Pr s,51.5201065,-0.1221393,1
Hotel Spa La Belle Juliette,48.8603599,2.3230778,3
Rochester Champs Elysees,48.8710895,2.3393461,3
DoubleTree by Hilton London West End,48.8803479,2.2858242,3
Hotel d Orsay Esprit de France,51.4942305,-0.1851141,1
Mercure Paris Opera Louvre,51.5179725,-0.1280495,1
La Villa des Ternes,48.874853,2.3245798,3
Holiday Inn London Kensington Forum,48.8672694,2.2878666,3
Radisson Blu Edwardian Kenilworth,48.8252307,2.3569005,3
H tel Monna Lisa Champs Elys es,48.8694768,2.3515065,3
H tel Waldorf Trocad ro,48.8837472,2.3186342,3
Best Western Amiral Hotel,51.5298597,-0.1444623,1
Hotel Les Th tres,52.3544507,4.8875036,3
Mercure Paris 17 me Saint Lazare Monceau,51.5131979,-0.1174504,1
Melia White House Hotel,52.3466449,4.8310984,3
Sir Albert Hotel,48.2264063,16.3600628,4
The Waldorf Hilton,45.4521067,9.1758135,4
Corendon Vitality Hotel Amsterdam,48.1996129,16.3773546,4
Hotel Bellevue Wien,48.2105243,16.3683592,4
Maison Borella,48.2062268,16.3833767,4
Hotel Am Konzerthaus Vienna MGallery by Sofitel,41.378751,2.17873,2
Park Hyatt Vienna,52.3663466,4.8985764,3
Hilton Vienna,41.4031654,2.1231637,2
Catalonia Port,52.3607413,4.8695315,3
Hampshire Hotel Rembrandt Square Amsterdam,48.2040859,16.3725046,4
Eurostars Angli,48.204183,16.3726664,4
Pillows Anna van den Vondel Amsterdam,52.3504558,4.8770194,3
Schlosshotel R mischer Kaiser,52.350396,4.8756404,3
Hotel Mailberger Hof,52.351381,4.872723,3
Best Western Delphi Hotel,52.3486098,4.8844292,3
Apollofirst Boutique Hotel,41.3846637,2.1740902,2
Hilton Amsterdam,52.3312406,4.8774466,3
Apollo Hotel Amsterdam,41.3873478,2.1603987,2
Catalonia Catedral,41.3880549,2.1599602,2
Element Amsterdam,52.3856494,4.834443,3
Axel Hotel Barcelona Urban Spa Adults Only,48.2134246,16.3831309,4
Cram,48.2083518,16.354532,4
Urban Lodge Hotel,41.3919114,2.1765438,2
Novotel Wien City,41.393227,2.1927427,2
The Levante Parliament A Design Hotel,41.4109715,2.2186535,2
Room Mate Gerard,41.4038774,2.1911894,2
H10 Marina Barcelona,41.4036219,2.1902808,2
Barcelona Princess,41.3899609,2.135684,2
Novotel Barcelona City,41.3944029,2.150194,2
The Gates Diagonal Barcelona,41.3941338,2.1489569,2
AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel,41.388682,2.1316368,2
Wilson Boutique Hotel,41.3933943,2.1461315,2
NH Hesperia Barcelona Presidente,41.3835246,2.1096141,2
Hilton Barcelona,41.3860183,2.19473,2
Vincci Mae,41.3837583,2.1846933,2
Fairmont Rey Juan Carlos I,41.4110056,2.1866009,2
Pullman Barcelona Skipper,41.3747031,2.1707106,2
Hotel Ciutadella Barcelona,41.39367,2.1115418,2
Catalonia Atenas,41.3725246,2.1540788,2
Tryp Barcelona Apolo Hotel,41.3795572,2.1425457,2
Sansi Pedralbes,41.3810311,2.1455516,2
Crowne Plaza Barcelona Fira Center,41.3815028,2.1449138,2
Gran Hotel Torre Catalunya,41.3844072,2.1514584,2
H10 Itaca,41.391058,2.141706,2
Hotel Abbot,41.4106944,2.136294,2
Sercotel Amister Art Hotel Barcelona,41.3849613,2.1756666,2
Melia Barcelona Sarri ,41.3935591,2.1993915,2
ABaC Restaurant Hotel Barcelona GL Monumento,41.375237,2.1684058,2
Col n Hotel Barcelona,41.3807517,2.1772425,2
Hotel SB Icaria Barcelona,41.408641,2.1478143,2
Hotel Barcelona Universal,41.3917169,2.1592614,2
Aparthotel Arai 4 Superior,41.392095,2.158493,2
NH Collection Barcelona Podium,41.3938632,2.1568039,2
Hotel Ronda Lesseps,51.4997486,-0.1615242,1
Hotel Barcelona Center,48.191373,16.4082294,4
Olivia Balmes Hotel,51.5294411,-0.1233745,1
Catalonia Diagonal Centro,52.3677568,4.8682174,3
The Capital,41.3893478,2.1209755,2
Vienna Sporthotel,41.3865289,2.1682919,2
Megaro Hotel,41.3858891,2.1681652,2
Hotel De Hallen,41.386136,2.1682914,2
AC Hotel Victoria Suites a Marriott Lifestyle Hotel,41.4337561,2.147327,2
Catalonia Plaza Catalunya,51.5179659,-0.1234343,1
Hotel Regina,48.2216779,16.3567111,4
Hotel Pulitzer,51.5144418,-0.146432,1
Hotel Alimara,41.3812223,2.1739622,2
Thistle Holborn The Kingsley,41.3846844,2.1791065,2
Hotel Boltzmann,48.2035677,16.356445,4
The Westbury A Luxury Collection Hotel Mayfair London,51.4689559,-0.1787256,1
Petit Palace Boqueria Garden,51.5144004,-0.1565506,1
Mercer House B ria BCN,51.498861,-0.1374897,1
Hotel ViennArt am Museumsquartier,48.204576,16.3563661,4
Crowne Plaza London Battersea,41.3986093,2.1625037,2
Amba Hotel Marble Arch,41.3944574,2.1564353,2
Taj 51 Buckingham Gate Suites and Residences,51.4973568,-0.1576728,1
Hotel Sans Souci Wien,41.3802469,2.1541149,2
Catalonia La Pedrera,41.37913,2.1561186,2
Ohla Eixample,41.3283758,2.1129638,2
Jumeirah Carlton Tower,41.3948175,2.1434702,2
Hotel Villa Emilia,41.384829,2.1751277,2
TWO Hotel Barcelona by Axel 4 Sup Adults Only,41.3904305,2.1262314,2
Hotel Best Western PLUS Alfa Aeropuerto,51.5222472,-0.1426128,1
AC Hotel Irla a Marriott Lifestyle Hotel,41.3777977,2.1135971,2
Hotel Barcelona Catedral,51.5291423,-0.1372782,1
Arenas Atiram Hotels,51.5101556,-0.1496314,1
Holiday Inn London Regent s Park,41.3929366,2.1653954,2
Senator Barcelona Spa Hotel,41.4253332,2.1211028,2
Thistle Euston,41.3961021,2.1794688,2
The Connaught,51.474469,-0.019428,1
Room Mate Anna,52.3696719,4.8614475,3
Gran Hotel La Florida,51.4756558,-0.1813888,1
Ayre Hotel Caspe,48.2058584,16.3766545,4
Doubletree By Hilton London Greenwich,41.3859873,2.1514021,2
Chasse Hotel,41.3895237,2.1490307,2
The Chelsea Harbour Hotel,41.4006653,2.1787089,2
Palais Coburg Residenz,41.376801,2.1460443,2
Zenit Borrell,51.5110114,-0.0771251,1
U232 Hotel,51.5241248,-0.1258066,1
Eurostars Monumental,41.3930406,2.1545393,2
Pestana Arena Barcelona,45.4758842,9.205791,4
Grange City Hotel,45.4794406,9.2096756,4
Holiday Inn London Bloomsbury,45.4858877,9.2042827,4
The Mirror Barcelona,45.4682358,9.2073799,4
Worldhotel Cristoforo Colombo,45.473348,9.1910733,4
IH Hotels Milano Puccini,45.4580781,9.1924205,4
Best Western Hotel City,45.4572218,9.1937008,4
Ch teau Monfort Relais Ch teaux,45.4529643,9.1962217,4
Palazzo Parigi Hotel Grand Spa Milano,45.4642651,9.1960569,4
Hotel Lloyd,45.4769923,9.1844899,4
Hotel Romana Residence,45.46676,9.194293,4
Hotel Crivi s,45.4656023,9.1778675,4
Hotel Galileo,45.4848809,9.1596461,4
Carlyle Brera Hotel,45.4867005,9.1575137,4
Boscolo Milano Autograph Collection,41.4126508,2.2090895,2
Mokinba Hotels King,41.3885274,2.1360471,2
Qualys Hotel Nasco,52.3727067,4.8943658,3
Enterprise Hotel Design Boutique,52.377278,4.897818,3
Tryp Barcelona Condal Mar Hotel,52.373704,4.893591,3
NH Collection Barcelona Constanza,52.3735266,4.8933041,3
NH Collection Amsterdam Grand Hotel Krasnapolsky,48.2133296,16.3471399,4
Park Plaza Victoria Amsterdam,52.3351951,4.8885354,3
Hotel Amsterdam De Roode Leeuw,52.314371,4.9388064,3
Swiss tel Amsterdam,52.3511137,4.8411629,3
City Rooms,41.3827,2.1791999,2
Holiday Inn Amsterdam,48.2114567,16.3738677,4
Jaz Amsterdam,41.4061636,2.2008956,2
Best Western Premier Hotel Couture,52.3511447,4.8740764,3
Mercer Hotel Barcelona,41.3861153,2.1611899,2
Mercure Vienna First,41.3897945,2.1660575,2
Melia Barcelona Sky 4 Sup,41.3908486,2.1680745,2
Bilderberg Garden Hotel,41.3888014,2.1653738,2
Ako Suites Hotel,52.3923684,4.9110442,3
Eurostars Cristal Palace,41.4002812,2.1297427,2
HCC St Moritz,41.3959587,2.2008981,2
Petit Palace Museum,48.231911,16.4129493,4
NH Amsterdam Noord,48.2078955,16.3701084,4
Primero Primera,41.3781685,2.1786627,2
Hotel 4 Barcelona,52.36513,4.8729422,3
Melia Vienna,52.364962,4.873495,3
Graben Hotel,41.3832414,2.1685298,2
Medinaceli,51.5590955,-0.284704,1
Grand Hotel Downtown,48.2273013,16.4001791,4
Amadi Park Hotel,41.392018,2.157066,2
Hotel Casa Camper,41.391843,2.156844,2
Holiday Inn London Wembley,51.603207,0.010607,1
Austria Trend Hotel Lassalle Wien,41.4014399,2.2100745,2
H10 Art Gallery 4 Sup,52.333803,4.8884708,3
Hotel Granados 83,51.5267769,-0.1324905,1
Best Western PLUS Epping Forest,51.507377,0.038657,1
NH Hesperia Barcelona del Mar,48.2051299,16.369036,4
Novotel Amsterdam City,48.1949694,16.3692624,4
St Pancras Renaissance Hotel London,48.1983543,16.3375246,4
DoubleTree By Hilton London Excel,52.3497431,4.8911908,3
The Guesthouse Vienna,52.3487635,4.8938829,3
Hotel Johann Strauss,48.1513676,16.4064709,4
Hotel Mercure Wien Westbahnhof,52.3451511,4.9252372,3
Savoy Hotel Amsterdam,48.2114087,16.3746469,4
Hotel Okura Amsterdam,48.1975497,16.3686397,4
Hotel Eitlj rg,48.2565936,16.4031426,4
Hotel V Fizeaustraat,51.481663,-0.1909565,1
Mercure Wien Zentrum,45.4644348,9.1952727,4
Best Western Premier Kaiserhof Wien,52.3357326,4.8743947,3
FourSide Hotel Suites Vienna,51.5179386,-0.1529794,1
Millennium Copthorne Hotels at Chelsea Football Club,48.200561,16.3647063,4
IH Hotels Milano Ambasciatori,41.3991773,2.1656134,2
Crowne Plaza Amsterdam South,41.3732462,2.1474351,2
Durrants Hotel,41.3841429,2.1616896,2
Mercure Secession Wien,41.3927101,2.1722139,2
Hotel Well and Come,41.3915897,2.1720108,2
City Hotel Deutschmeister,41.3831641,2.1604736,2
Ayre Hotel Gran V a,41.3842608,2.1609471,2
Sunotel Central,41.3891168,2.1671986,2
Silken Gran Hotel Havana,41.390913,2.1706981,2
Cotton House Hotel Autograph Collection,41.391362,2.1700953,2
Hotel Vueling Bcn by HC,41.3901396,2.1696699,2
H10 Casanova,41.3916258,2.1716378,2
Avenida Palace,41.392344,2.1729157,2
Acta Atrium Palace,41.3935967,2.1742718,2
Hotel Indigo Barcelona Plaza Catalunya,51.514879,-0.1606501,1
Catalonia Passeig de Gr cia 4 Sup,48.1825159,16.3322428,4
Hotel Palace GL,48.2196722,16.3863588,4
Grupotel Gran Via 678,51.511579,-0.1500193,1
Hotel Casa Bonay,48.1791893,16.3625367,4
The Cumberland A Guoman Hotel,41.4017465,2.1477365,2
FourSide Hotel Vienna City Center,48.1629737,16.3404024,4
Hotel Vienna,48.2082256,16.3684123,4
London Marriott Hotel Grosvenor Square,48.2112491,16.3776519,4
Rainers Hotel Vienna,51.5064607,-0.1454198,1
Pol Grace Hotel,51.5064534,-0.1456146,1
Austria Trend Hotel Bosei Wien,51.4988977,-0.1562015,1
Pertschy Palais Hotel,51.504439,-0.149911,1
Alma Boutique Hotel,48.2140659,16.4217627,4
Flemings Mayfair,51.5213303,-0.2915052,1
Hilton London Green Park,48.2199427,16.3598984,4
COMO The Halkin,52.357655,4.844576,3
Four Seasons Hotel London at Park Lane,52.3718665,4.8873794,3
Hilton Vienna Danube Waterfront,52.369391,4.8871721,3
Hotel 55,52.3653868,4.8931979,3
The Harmonie Vienna,52.364768,4.896945,3
Hotel Park Villa,48.2195864,16.3255339,4
WestCord Fashion Hotel Amsterdam,48.2238463,16.3138357,4
The Hoxton Amsterdam,48.2097958,16.3658705,4
Ambassade Hotel,48.2101211,16.3655537,4
Banks Mansion All Inclusive Hotel,48.1667886,16.344908,4
Waldorf Astoria Amsterdam,48.1866506,16.3023375,4
Senator Hotel Vienna,48.1877942,16.2727214,4
Hotel J ger,48.1585332,16.3451115,4
Steigenberger Hotel Herrenhof,52.3560923,4.8858229,3
Radisson Blu Style Hotel Vienna,48.1640345,16.3216061,4
Hilton Garden Inn Vienna South,51.5051084,-0.213266,1
Austria Trend Parkhotel Sch nbrunn Wien,48.2152663,16.376103,4
Club Hotel Cortina,52.3101182,4.9472918,3
Arion Cityhotel Vienna und Appartements,52.3096835,4.9422614,3
NH Amsterdam Museum Quarter,51.50303,-0.15242,1
Gartenhotel Altmannsdorf Hotel 1,52.3588806,4.9886041,3
Hilton London Kensington Hotel,52.3846059,4.8941866,3
Hotel Mercure Wien City,51.475172,-0.1870629,1
Courtyard by Marriott Amsterdam Arena Atlas,41.3835584,2.178311,2
Holiday Inn Amsterdam Arena Towers,52.3595919,4.8801587,3
The Lanesborough,52.3599196,4.8810128,3
Amadi Panorama Hotel,41.3830582,2.1778267,2
Room Mate Aitana,41.3862689,2.1291786,2
DoubleTree by Hilton London Chelsea,52.335182,4.9138688,3
Hotel G tico,48.1537005,16.2825822,4
Hotel JL No76,48.2145071,16.2845042,4
Bilderberg Hotel Jan Luyken,48.2019865,16.3789934,4
Gran Hotel Barcino,52.3417894,4.824952,3
Aparthotel Atenea Barcelona,48.2085627,16.3541687,4
Mercure Hotel Amsterdam City South,41.4114188,2.211756,2
Am Spiegeln,48.2105156,16.3760717,4
Hotel Gallitzinberg,48.2024907,16.3702656,4
InterContinental Wien,48.2012505,16.3731255,4
Dutch Design Hotel Artemis,48.2017091,16.3710205,4
